"assembly_accession","taxid","organism_name","assembly_level","release_type","genome_rep","seq_rel_date","asm_name","submitter","gbrs_paired_asm","paired_asm_comp","ftp_path","excluded_from_refseq","relation_to_type_material","asm_not_live_date","superkingdom","phylum","class","order","family","genus","assembly_id","b_complete","b_complete_and_single_copy","b_complete_and_duplicated","b_fragmented","b_missing","b_total_groups_searched","genome_size","global_cg_oe","global_cg_dens","dist_from_zeb_lca","mean_lifespan","mae_lifespan","mre_lifespan","sd_lifespan","max_lifespan","n_reported_values"
"GCA_018296145.1",74940,"Oncorhynchus tshawytscha","Chromosome","Major","Full","2021/05/07","Otsh_v2.0","Fisheries and Oceans Canada","GCF_018296145.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/296/145/GCA_018296145.1_Otsh_v2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","GCA_018296145.1_Otsh_v2.0",96.4,64.5,31.9,0.6,3,3640,2294842546,0.349047135969872,0.0165439376510496,460.8,6.62727273594249,1.81983471704909,27.4597830745573,2.20956598336139,9,11
"GCA_018320785.1",241271,"Cheilinus undulatus","Chromosome","Major","Full","2021/05/12","ASM1832078v1","Shanghai Ocean University","GCF_018320785.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/320/785/GCA_018320785.1_ASM1832078v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Cheilinus","GCA_018320785.1_ASM1832078v1",96.5,95.5,1,0.6,2.9,3640,1173455521,0.318115273591369,0.0124297365677484,460.8,29.375,2.625,8.93617021276596,3.35099487714718,32,4
"GCA_018340385.1",7962,"Cyprinus carpio","Chromosome","Major","Full","2021/05/12","ASM1834038v1","Chinese Academy of Fishery Sciences","GCF_018340385.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/385/GCA_018340385.1_ASM1834038v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","GCA_018340385.1_ASM1834038v1",95.9,47.2,48.7,0.6,3.5,3640,1680184848,0.477436475090942,0.0162773286716367,173.838,19.375,12.09375,62.4193548387097,15.0948613345627,50,32
"GCA_018346875.1",182223,"Hypomesus nipponensis","Contig","Major","Full","2021/05/12","ASM1834687v1","Kangwon National University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/875/GCA_018346875.1_ASM1834687v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Hypomesus","GCA_018346875.1_ASM1834687v1",49.9,46.9,3,5.8,44.3,3640,34375595,0.497055172720103,0.0408043264414769,460.8,2,0,0,NA,2,1
"GCA_018398535.1",8153,"Haplochromis burtoni","Scaffold","Major","Full","2021/05/19","NCSU_Asbu1","Reade Roberts Lab, North Carolina State University","GCF_018398535.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/398/535/GCA_018398535.1_NCSU_Asbu1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Haplochromis","GCA_018398535.1_NCSU_Asbu1",96.4,95.2,1.2,0.7,2.9,3640,854572272,0.468653432055863,0.0153672046593152,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_018403495.1",77313,"Haplochromis sauvagei","Scaffold","Major","Full","2021/04/06","Hsau_1.0","Tokyo Institute of Technology","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/403/495/GCA_018403495.1_Hsau_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Haplochromis","GCA_018403495.1_Hsau_1.0",96.2,95.3,0.9,0.7,3.1,3640,805051152,0.451879545218264,0.0160073182529897,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_018492685.1",34773,"Alosa sapidissima","Chromosome","Major","Full","2021/05/25","fAloSap1.pri","Vertebrate Genomes Project","GCF_018492685.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/492/685/GCA_018492685.1_fAloSap1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","GCA_018492685.1_fAloSap1.pri",93.7,92.3,1.4,0.5,5.8,3640,903564947,0.451205043261571,0.0207954691717363,419.26,10.2,3.36,32.9411764705882,3.89871773792359,13,5
"GCA_018555375.2",7938,"Anguilla rostrata","Chromosome","Minor","Full","2021/05/28","ASM1855537v1.1","Laval University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/555/375/GCA_018555375.2_ASM1855537v1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","GCA_018555375.2_ASM1855537v1.1",92.7,86.5,6.2,0.9,6.4,3640,975288912,0.528160676366254,0.0252127812563504,518.0273,38.2222222222222,11.037037037037,28.8759689922481,13.0170827931778,50,9
"GCA_018831695.1",1606681,"Puntigrus tetrazona","Chromosome","Major","Full","2021/06/10","ASM1883169v1","China Academy of Fishery Sciencey","GCF_018831695.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/831/695/GCA_018831695.1_ASM1883169v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Puntigrus","GCA_018831695.1_ASM1883169v1",96.7,94.6,2.1,0.4,2.9,3640,730818387,0.596386069130111,0.0217739732374851,173.838,6,1,16.6666666666667,1.4142135623731,7,2
"GCA_018977245.1",980415,"Lethenteron camtschaticum","Scaffold","Major","Full","2021/06/21","IMCB_Ljap_1.0","Institute of Molecular and Cell Biology, A*star, Singapore","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/977/245/GCA_018977245.1_IMCB_Ljap_1.0","",NA,"na","Eukaryota","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae","Lethenteron","GCA_018977245.1_IMCB_Ljap_1.0",32.3,29.9,2.4,1.9,65.8,3640,1074727531,0.801452854312422,0.0475529141348478,1171.856,7,0,0,0,7,3
"GCA_018977255.1",7868,"Callorhinchus milii","Scaffold","Major","Full","2021/06/21","IMCB_Cmil_1.0","Institute of Molecular and Cell Biology, A*star, Singapore","GCF_018977255.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/977/255/GCA_018977255.1_IMCB_Cmil_1.0","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Chimaeriformes","Callorhinchidae","Callorhinchus","GCA_018977255.1_IMCB_Cmil_1.0",73.1,69,4.1,1.6,25.3,3640,991519186,0.45822796629486,0.021031378206735,928.04,10.5,4.5,42.8571428571429,6.36396103067893,15,2
"GCA_018985215.1",334908,"Larimichthys polyactis","Scaffold","Major","Full","2021/06/21","ZAAS_Lpoly_1.0","Zhejiang Academy of Agricultural Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/985/215/GCA_018985215.1_ZAAS_Lpoly_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Sciaenidae","Larimichthys","GCA_018985215.1_ZAAS_Lpoly_1.0",95.1,90.6,4.5,0.5,4.4,3640,706148513,0.472064592478029,0.0192067061677718,460.8,16.6666666666667,8.44444444444444,50.6666666666667,10.9696551146029,23,3
"GCA_018997905.1",215402,"Channa argus","Chromosome","Major","Full","2021/06/24","ASM1899790v1","Chinese Academy of Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/997/905/GCA_018997905.1_ASM1899790v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Anabantiformes","Channidae","Channa","GCA_018997905.1_ASM1899790v1",95.3,94.4,0.9,0.3,4.4,3640,623704440,0.346671451449282,0.0136591283525254,460.8,10,2,20,2.82842712474619,12,2
"GCA_019059645.1",181461,"Caranx melampygus","Contig","Major","Full","2021/06/29","BYU_Cmel_1.0","Brigham Young University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/059/645/GCA_019059645.1_BYU_Cmel_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","GCA_019059645.1_BYU_Cmel_1.0",95.3,88.8,6.5,0.9,3.8,3640,710793090,0.40391012034696,0.0191490072026446,460.8,9.5,2.5,26.3157894736842,3.53553390593274,12,2
"GCA_019097595.1",337641,"Hemibagrus wyckioides","Chromosome","Major","Full","2021/07/06","SWU_Hwy_1.0","Southwest University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/097/595/GCA_019097595.1_SWU_Hwy_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Bagridae","Hemibagrus","GCA_019097595.1_SWU_Hwy_1.0",95.9,94.9,1,0.5,3.6,3640,789799567,0.377538244652437,0.0148739825784179,284.22322,20,5,25,5.77350269189626,25,4
"GCA_019097615.1",46259,"Morone chrysops","Scaffold","Major","Full","2021/07/02","DOM_MoChry_2.0","North Carolina State University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/097/615/GCA_019097615.1_DOM_MoChry_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Moronidae","Morone","GCA_019097615.1_DOM_MoChry_2.0",96.9,96,0.9,0.7,2.4,3640,640404081,0.375575968587297,0.0145896837281398,460.8,8.2,0.96,11.7073170731707,1.09544511501033,9,5
"GCA_019155185.1",241442,"Beaufortia kweichowensis","Chromosome","Major","Full","2021/07/07","ASM1915518v1","Institute of Hydrobiology","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/155/185/GCA_019155185.1_ASM1915518v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Gastromyzontidae","Beaufortia","GCA_019155185.1_ASM1915518v1",95.4,94,1.4,0.6,4,3640,448565924,0.495116525639905,0.017673357640069,197.11007,4.5,1.5,33.3333333333333,2.12132034355964,6,2
"GCA_019176425.1",7932,"Megalops atlanticus","Chromosome","Major","Full","2021/07/09","MATL_1.0","GenoFish","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/176/425/GCA_019176425.1_MATL_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Elopiformes","Megalopidae","Megalops","GCA_019176425.1_MATL_1.0",95.1,85.5,9.6,0.6,4.3,3640,990029801,0.418564326429036,0.0191576404880362,518.0273,56.6,1.92,3.39222614840989,2.19089023002066,59,5
"GCA_019207145.1",381635,"Cirrhinus cirrhosus","Contig","Major","Full","2021/07/13","ASM1920714v1","Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL)","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/207/145/GCA_019207145.1_ASM1920714v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cirrhinus","GCA_019207145.1_ASM1920714v1",61.2,60.5,0.7,16.1,22.7,3640,1152796905,0.547120038093777,0.0180754206657069,173.838,9,0,0,NA,9,1
"GCA_019279795.1",7888,"Protopterus annectens","Chromosome","Major","Full","2021/07/20","PAN1.0","Northwestern Polytechnical University","GCF_019279795.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/795/GCA_019279795.1_PAN1.0","",NA,"na","Eukaryota","Chordata","Sarcopterygii","Ceratodontiformes","Protopteridae","Protopterus","GCA_019279795.1_PAN1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,3.7,21.5116279069767,5.46747961435005,23,4
"GCA_019703515.1",70543,"Myxocyprinus asiaticus","Chromosome","Major","Full","2021/08/25","MX_HiC_50CHRs.fa","University at Buffalo","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/703/515/GCA_019703515.1_MX_HiC_50CHRs.fa","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Catostomidae","Myxocyprinus","GCA_019703515.1_MX_HiC_50CHRs.fa",96.5,51.5,45,0.3,3.2,3640,2581058468,0.451346175629506,0.0171971950850049,197.11007,11.5,3.5,30.4347826086957,4.94974746830583,15,2
"GCA_019740435.1",33528,"Gambusia affinis","Chromosome","Major","Full","2021/08/25","SWU_Gaff_1.0","Southwest University","GCF_019740435.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/740/435/GCA_019740435.1_SWU_Gaff_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","GCA_019740435.1_SWU_Gaff_1.0",96,95.1,0.9,0.5,3.5,3640,680149392,0.465292680111277,0.0167400120237114,460.8,2.78571428571429,0.877551020408163,31.5018315018315,1.2863754913562,5,7
"GCA_019775955.1",91713,"Pollimyrus isidori","Scaffold","Major","Full","2021/08/26","ASM1977595v1","IRIDIAN GENOMES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/775/955/GCA_019775955.1_ASM1977595v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Mormyridae","Pollimyrus","GCA_019775955.1_ASM1977595v1",22.8,22.4,0.4,19.1,58.1,3640,786908648,0.565449475741744,0.0239304346798842,559.9,28.960000038147,0.0399999618530504,0.138121415056496,0.0565684885469904,29,2
"GCA_019788955.1",121402,"Albula glossodonta","Scaffold","Major","Full","2021/08/27","BYU_Aglo_1.0","Brigham Young University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/788/955/GCA_019788955.1_BYU_Aglo_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","GCA_019788955.1_BYU_Aglo_1.0",95.3,84.1,11.2,0.8,3.9,3640,1049070812,0.364619959100386,0.0157651502747176,518.0273,9,1,11.1111111111111,1.4142135623731,10,2
"GCA_019802545.1",161469,"Phyllopteryx taeniolatus","Chromosome","Major","Full","2021/09/09","ASM1980254v1","South China Sea Institute of Oceanology, Chinese Academy of Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/802/545/GCA_019802545.1_ASM1980254v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Phyllopteryx","GCA_019802545.1_ASM1980254v1",95,94.1,0.9,0.7,4.3,3640,668103038,0.633485337580194,0.0282385035345401,460.8,3.5,0,0,0,3.5,2
"GCA_019924925.1",7959,"Ctenopharyngodon idella","Chromosome","Major","Full","2021/09/14","HZGC01","HuaZhong Agricultural University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/924/925/GCA_019924925.1_HZGC01","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","GCA_019924925.1_HZGC01",96.6,94.5,2.1,0.4,3,3640,893198495,0.511295600138357,0.0179506213789579,137.188,23.4,3.84,16.4102564102564,5.3665631459995,33,5
"GCA_019925145.1",7965,"Hypophthalmichthys nobilis","Chromosome","Major","Full","2021/09/14","ASM1992514v1","Chinese Academy of Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Hypophthalmichthys","GCA_019925145.1_ASM1992514v1",50.1,49.6,0.5,5.7,44.2,3640,857045951,0.48749683222845,0.0170973971499458,137.188,16.6666666666667,4.44444444444444,26.6666666666667,5.77350269189626,20,3
"GCA_019972215.1",61084,"Plecoglossus altivelis","Scaffold","Major","Full","2021/07/20","Pal_1.0","laboratory of fish culture, Department of Marine Biosciences, Tokyo University of Marine Science and Technology","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/972/215/GCA_019972215.1_Pal_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Osmeriformes","Plecoglossidae","Plecoglossus","GCA_019972215.1_Pal_1.0",92.6,91,1.6,1.2,6.2,3640,449104997,0.447542936598325,0.0233712852676186,460.8,2.5,0.75,30,1,3,4
"GCA_019973915.1",8227,"Euthynnus affinis","Scaffold","Major","Full","2021/09/09","EUTAFF_01","South Ehime Fisheries Research Center, Ehime University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/973/915/GCA_019973915.1_EUTAFF_01","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Euthynnus","GCA_019973915.1_EUTAFF_01",96,95,1,1,3,3640,758243246,0.386949755621705,0.014492895331375,460.8,10,0,0,NA,10,1
"GCA_020085105.1",119488,"Siniperca chuatsi","Chromosome","Major","Full","2021/09/24","ASM2008510v1","Chinese Academy of Sciences","GCF_020085105.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/085/105/GCA_020085105.1_ASM2008510v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Sinipercidae","Siniperca","GCA_020085105.1_ASM2008510v1",96.9,96.4,0.5,0.3,2.8,3640,718804017,0.370591554038363,0.0150868578131499,460.8,9,0,0,NA,9,1
"GCA_020091685.1",211835,"Lutjanus erythropterus","Chromosome","Major","Full","2021/09/23","ASM2009168v1","Guangdong Ocean University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/091/685/GCA_020091685.1_ASM2009168v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Lutjanidae","Lutjanus","GCA_020091685.1_ASM2009168v1",96.8,95.9,0.9,0.6,2.6,3640,969885659,0.371510199716899,0.0141270446395991,460.8,29.0909090909091,8.4297520661157,28.9772727272727,11.4232617535846,42,11
"GCA_020113195.1",7904,"Acipenser transmontanus","Scaffold","Major","Full","2021/09/23","MU_Atrans_1.0","canseq150","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/113/195/GCA_020113195.1_MU_Atrans_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","GCA_020113195.1_MU_Atrans_1.0",11.1,9.1,2,9,79.9,3640,860366165,0.410381910757577,0.0149996681935999,700.2,86.2857142857143,19.1020408163265,22.1381267738884,26.9426198040347,104,7
"GCA_020382885.1",75038,"Scatophagus argus","Chromosome","Major","Full","2021/10/13","fScaArg1.pri","G10K","GCF_020382885.2","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/382/885/GCA_020382885.1_fScaArg1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Scatophagidae","Scatophagus","GCA_020382885.1_fScaArg1.pri",97.6,96.9,0.7,0.4,2,3640,570802272,0.381630665317092,0.0163224332786118,460.8,4,0,0,NA,4,1
"GCA_020496755.1",188791,"Channa maculata","Chromosome","Major","Full","2021/10/14","ASM2049675v1","Chinese Academy of Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/496/755/GCA_020496755.1_ASM2049675v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Anabantiformes","Channidae","Channa","GCA_020496755.1_ASM2049675v1",96.6,95.7,0.9,0.2,3.2,3640,618823650,0.338213228303028,0.013375781614035,460.8,7.5,2.5,33.3333333333333,3.53553390593274,10,2
"GCA_020615455.1",59861,"Coregonus clupeaformis","Chromosome","Major","Full","2021/11/04","ASM2061545v1","Laval University","GCF_020615455.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/615/455/GCA_020615455.1_ASM2061545v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Coregonus","GCA_020615455.1_ASM2061545v1",95.9,56.9,39,1,3.1,3640,2753287357,0.399570747086024,0.0194428822926528,460.8,24.8333333333333,9.83333333333333,39.5973154362416,13.4085002437961,50,12
"GCA_020745685.1",34787,"Tautogolabrus adspersus","Chromosome","Major","Full","2021/11/05","fTauAds1.pri.cur","Vertebrate Genomes Project","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/745/685/GCA_020745685.1_fTauAds1.pri.cur","",NA,"na","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","GCA_020745685.1_fTauAds1.pri.cur",97.3,96.3,1,0.5,2.2,3640,723582185,0.447336608515573,0.018861109743878,460.8,5.5,0.75,13.6363636363636,1,6,4
"GCA_021039105.1",338315,"Scomber colias","Scaffold","Major","Full","2021/12/03","S.colias_p1.0","CIIMAR - Interdisciplinary Centre of Marine and Environmental Research","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/039/105/GCA_021039105.1_S.colias_p1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","GCA_021039105.1_S.colias_p1.0",95.7,94.5,1.2,0.9,3.4,3640,814072382,0.349305454137726,0.0140287893957813,460.8,7,0,0,NA,7,1
"GCA_021184085.1",8017,"Oncorhynchus gorbuscha","Chromosome","Major","Full","2021/12/15","OgorEven_v1.0","Fisheries and Oceans Canada","GCF_021184085.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/184/085/GCA_021184085.1_OgorEven_v1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","GCA_021184085.1_OgorEven_v1.0",NA,NA,NA,NA,NA,NA,2690266878,0.365382961686466,0.0178919899708181,460.8,2.27142857142857,0.83265306122449,36.6576819407008,1.09043460099523,3,7
"GCA_021292245.1",147949,"Micropterus dolomieu","Chromosome","Major","Full","2022/01/11","ASM2129224v1","Cornell University","GCF_021292245.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/292/245/GCA_021292245.1_ASM2129224v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Micropterus","GCA_021292245.1_ASM2129224v1",96.1,95.2,0.9,1.1,2.8,3640,829570727,0.407791758817715,0.0167824581399435,460.8,18.3333333333333,5.11111111111111,27.8787878787879,6.34560215162176,26,6
"GCA_021346845.1",240154,"Apeltes quadracus","Chromosome","Major","Full","2022/01/03","UniBe_ApeQuad_1.0","University of Bern","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/346/845/GCA_021346845.1_UniBe_ApeQuad_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Apeltes","GCA_021346845.1_UniBe_ApeQuad_1.0",96.3,95.2,1.1,0.7,3,3640,428916835,0.663905131659414,0.0333989594975912,460.8,2.6,0.88,33.8461538461538,1.14017542509914,4,5
"GCA_021432705.1",376895,"Caranx ignobilis","Scaffold","Major","Full","2022/01/10","BYU_Cign_1.0","Brigham Young University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/432/705/GCA_021432705.1_BYU_Cign_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","GCA_021432705.1_BYU_Cign_1.0",96.4,94.9,1.5,0.5,3.1,3640,605128561,0.383678329789783,0.0177232107211677,460.8,11,0,0,NA,11,1
"GCA_021464565.1",48668,"Rutilus rutilus","Scaffold","Major","Full","2022/01/14","fRutRut3.pri.20211004","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/464/565/GCA_021464565.1_fRutRut3.pri.20211004","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Rutilus","GCA_021464565.1_fRutRut3.pri.20211004",96.6,95.4,1.2,0.3,3.1,3640,1096109301,0.589122561644203,0.0221564190522273,137.188,12.1875,1.6875,13.8461538461538,2.2028796089275,14,8
"GCA_021464655.1",27704,"Gobio gobio","Chromosome","Major","Full","2022/01/18","fGobGob41.pri.20210311","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/464/655/GCA_021464655.1_fGobGob41.pri.20210311","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Gobionidae","Gobio","GCA_021464655.1_fGobGob41.pri.20210311",95.7,94,1.7,0.9,3.4,3640,1550158453,0.637924681344207,0.0234786211239013,137.188,7,1.33333333333333,19.047619047619,1.73205080756888,8,3
"GCA_021554675.1",69811,"Leuciscus idus","Chromosome","Major","Full","2022/01/23","fLeuIdu1.pri.20210917","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/554/675/GCA_021554675.1_fLeuIdu1.pri.20210917","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Leuciscus","GCA_021554675.1_fLeuIdu1.pri.20210917",95.8,94.2,1.6,0.4,3.8,3640,1104046756,0.592560295754805,0.0222427898696711,137.188,22.8166665395101,6.98333320617675,30.6062815709042,7.74297517337634,29.8,6
"GCA_021601225.1",8238,"Thunnus orientalis","Scaffold","Major","Full","2021/12/18","Tori_3.0","Fisheries Resources Institute, Japan Fisheries Research and Education Agency","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/601/225/GCA_021601225.1_Tori_3.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus","GCA_021601225.1_Tori_3.0",96,93.2,2.8,0.5,3.5,3640,826834687,0.357485827661943,0.0140568183492283,460.8,16.25,4.25,26.1538461538462,5.5,21,4
"GCA_021869965.1",259920,"Rhincodon typus","Chromosome","Major","Full","2022/02/03","sRhiTyp1.1","Squalomix","GCF_021869965.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/869/965/GCA_021869965.1_sRhiTyp1.1","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Orectolobiformes","Rhincodontidae","Rhincodon","GCA_021869965.1_sRhiTyp1.1",NA,NA,NA,NA,NA,NA,2881342305,0.276268387341842,0.0099856802678639,NA,46.8500003814697,20.3500003814697,43.4364999269426,26.2390936224715,80.4000015258789,4
"GCA_021917145.1",137520,"Hypomesus transpacificus","Chromosome","Major","Full","2022/02/04","fHypTra1","Genomic Variation Lab at University of California Davis","GCF_021917145.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/917/145/GCA_021917145.1_fHypTra1","",NA,"na","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Hypomesus","GCA_021917145.1_fHypTra1",89,87.4,1.6,1,10,3640,437273953,0.448917872103424,0.0226756954809975,460.8,1,0,0,0,1,2
"GCA_022379125.1",52904,"Scophthalmus maximus","Chromosome","Major","Full","2022/02/24","ASM2237912v1","Yellow Sea fisheries Research Institution","GCF_022379125.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/379/125/GCA_022379125.1_ASM2237912v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Scophthalmus","GCA_022379125.1_ASM2237912v1",97.4,96.3,1.1,0.5,2.1,3640,538217135,0.582105389325664,0.0275815484767128,460.8,16.1666669050853,9.30000027020774,57.5257740189006,10.3679637607929,26,6
"GCA_022414735.1",90669,"Noturus placidus","Scaffold","Major","Full","2022/02/28","MU_Nplac_3.0","University of Missouri","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/414/735/GCA_022414735.1_MU_Nplac_3.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Ictaluridae","Noturus","GCA_022414735.1_MU_Nplac_3.0",86.3,85.3,1,4.1,9.6,3640,896462636,0.505112982324119,0.0175667020214772,284.22322,1,0,0,NA,1,1
